Исходный ключ,Коннектор источника,Сигнатуры,Количество записей с неполной информацией,Статус сигнатуры,ID импорта (Сигнатура),Исходный ключ (Сигнатура),Замечания (Сигнатуры),Замечания по нормализации (Сигнатуры),Ответственное лицо за нормализацию (Сигнатуры),Количество неактивных записей,Количество проигнорированных записей,Количество неэффективных записей,Правила распознавания,Количество записей необработанных данных,Сумма количеств,Количество исходных ключей (Сопоставленные продукты),Количество сопоставленных продуктов,Количество сопоставленных продуктов (Лицензия не требуется),Сопоставленный продукт,Количество присвоенных следов продукта,Сопоставленный след программной установки,Количество статусов инвентаризации,Статус инвентаризации,Код (Соответствие),Комментарий,Описание (Соответствие),Издатель (Соответствие),Продукт (Соответствие),Версия продукта (Соответствие),Производитель (или издатель)
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_AuthenticationServices_SwiftUI,framework,,,_AuthenticationServices_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_AVKit_SwiftUI,framework,,,_AVKit_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_CoreData_CloudKit,framework,,,_CoreData_CloudKit,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_CoreLocationUI_SwiftUI,framework,,,_CoreLocationUI_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_GroupActivities_AppKit,framework,,,_GroupActivities_AppKit,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_GroupActivities_UIKit,framework,,,_GroupActivities_UIKit,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_MapKit_SwiftUI,framework,,,_MapKit_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_MusicKit_SwiftUI,framework,,,_MusicKit_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_MusicKitInternal_MediaPlayer,framework,,,_MusicKitInternal_MediaPlayer,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_MusicKitInternal_SwiftUI,framework,,,_MusicKitInternal_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_QuickLook_SwiftUI,framework,,,_QuickLook_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_SceneKit_SwiftUI,framework,,,_SceneKit_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_SpriteKit_SwiftUI,framework,,,_SpriteKit_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,_StoreKit_SwiftUI,framework,,,_StoreKit_SwiftUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AAAFoundation,framework,,,AAAFoundation,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AAAFoundationSwift,framework,,,AAAFoundationSwift,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AAGKAuthenticationPlugin,framework,,,AAGKAuthenticationPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AAIDSAuthenticationPlugin,device ID,,,AAIDSAuthenticationPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AccessibilitySharedUISupport,framework,,,AccessibilitySharedUISupport,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AccountNotificationPlugin,plugin,,,AccountNotificationPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AcousticMaterials,,,,AcousticMaterials,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AddressBookUI,framework,,,AddressBookUI,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,Admin,,"13.0, Copyright © 1998-2013 Apple Inc.",,Admin,13.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,Admin,,SystemAdministration Framework,,Admin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AdPlatformsCommon,,,,AdPlatformsCommon,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AdPlatformsCommonUI,,,,AdPlatformsCommonUI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AdServices,framework,,,AdServices,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AFKACIPCKext,framework,,,AFKACIPCKext,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AFKUser,framework,,,AFKUser,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AFP Client Session Monitor,framework,,,AFP Client Session Monitor,4.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AFTK_Kext,framework,,,AFTK_Kext,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AirPlayReceiverKit,,,,AirPlayReceiverKit,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AlgosScoreFramework,,,,AlgosScoreFramework,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AMDRawCounterPlugin,,,,AMDRawCounterPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AOSUIPrefPaneLauncher,,,,AOSUIPrefPaneLauncher,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,APODMLDESPlugin,,,,APODMLDESPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppAttestInternal,,,,AppAttestInternal,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppLaunchPlugin,,,,AppLaunchPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,Apple M2 Scaler and Color Space Converter Driver,,"9.0.5, Copyright Apple Inc. 2007",,Apple M2 Scaler and Color Space Converter Driver,266.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleA7IOP,,,,AppleA7IOP,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleALSColorSensor,,,,AppleALSColorSensor,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleANXDPTX,,,,AppleANXDPTX,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleAOPAudioPlugin,,,,AppleAOPAudioPlugin,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleARMGIC,,,,AppleARMGIC,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleARMPlatform,,Copyright © 2009 Apple Inc. All rights reserved.,,AppleARMPlatform,1.0.2,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleARMPMU,,Copyright © 2009 Apple Inc. All rights reserved.,,AppleARMPMU,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleARMWatchdogTimer,,,,AppleARMWatchdogTimer,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleAuthCP,,,,AppleAuthCP,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleAvalancheErrorHandler,,,,AppleAvalancheErrorHandler,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBCMWLANBusInterfacePCIeMac,,,,AppleBCMWLANBusInterfacePCIeMac,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBCMWLANCore,,,,AppleBCMWLANCore,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBCMWLANCoreMac,,,,AppleBCMWLANCoreMac,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBiometricSensor,,,,AppleBiometricSensor,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBiometricServices,,,,AppleBiometricServices,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBSDKextStarter,,,,AppleBSDKextStarter,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleBTM,,,,AppleBTM,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleCycloneErrorHandler,,,,AppleCycloneErrorHandler,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD1755PMU,,,,AppleD1755PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD1815PMU,,,,AppleD1815PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD1881PMU,,,,AppleD1881PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD1946PMU,,,,AppleD1946PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD1972PMU,,,,AppleD1972PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD1974PMU,,,,AppleD1974PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2018PMU,,,,AppleD2018PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2045PMU,,,,AppleD2045PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2089PMU,,,,AppleD2089PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2186PMU,,,,AppleD2186PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2207PMU,,,,AppleD2207PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2238PMU,,,,AppleD2238PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2255PMU,,,,AppleD2255PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2257PMU,,,,AppleD2257PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2333PMU,,,,AppleD2333PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2346PMU,,,,AppleD2346PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2365PMU,,,,AppleD2365PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2400PMU,,,,AppleD2400PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2401PMU,,,,AppleD2401PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2422PMU,,,,AppleD2422PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2449PMU,,,,AppleD2449PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleD2460PMU,,,,AppleD2460PMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDAPF,,,,AppleDAPF,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDCP,,,,AppleDCP,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDCPDPDisplayProxy,,,,AppleDCPDPDisplayProxy,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDCPDPTXProxy,,,,AppleDCPDPTXProxy,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDeviceManagementHIDFilter,,,,AppleDeviceManagementHIDFilter,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDiagnosticDataAccess,,,,AppleDiagnosticDataAccess,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDiagnosticDataAccessReadOnly,,,,AppleDiagnosticDataAccessReadOnly,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDialogPMU,,,,AppleDialogPMU,1.0.1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDisplayCrossbar,,,,AppleDisplayCrossbar,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDockChannel,,,,AppleDockChannel,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDPDisplay,,,,AppleDPDisplay,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDPDisplayTCON,,,,AppleDPDisplayTCON,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDPRepeater,,,,AppleDPRepeater,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleDPTX,,,,AppleDPTX,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEffaceableBlockDevice,,,,AppleEffaceableBlockDevice,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEffaceableTDM,,,,AppleEffaceableTDM,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedAccelerometer,,,,AppleEmbeddedAccelerometer,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedBluetoothMultitouch,,,,AppleEmbeddedBluetoothMultitouch,82,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedLightSensor,,,,AppleEmbeddedLightSensor,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedNewAccelerometer,,,,AppleEmbeddedNewAccelerometer,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedPCIE,,,,AppleEmbeddedPCIE,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedSimpleSPINORFlasherDriver,,,,AppleEmbeddedSimpleSPINORFlasherDriver,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedTempSensor,,,,AppleEmbeddedTempSensor,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedTouchEEPROMDriver,,,,AppleEmbeddedTouchEEPROMDriver,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedUSB,,,,AppleEmbeddedUSB,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEmbeddedUSBHost,,,,AppleEmbeddedUSBHost,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEncryptedArchive,,,,AppleEncryptedArchive,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleEventLogHandler,,Copyright © 2019 Apple Inc. All rights reserved.,,AppleEventLogHandler,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleFAN53740,,,,AppleFAN53740,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleFireStormErrorHandler,,,,AppleFireStormErrorHandler,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleFlatBuffers,,,,AppleFlatBuffers,1,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleGameControllerPersonality,,,,AppleGameControllerPersonality,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleGPIOICController,,Copyright © 2019 Apple Inc. All rights reserved.,,AppleGPIOICController,1.0.2,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleGVAVPXDecoder,,,,AppleGVAVPXDecoder,10.0.20,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleH263,,,,AppleH263,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleH264SW,,,,AppleH264SW,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleHIDBluetoothFilter,,,,AppleHIDBluetoothFilter,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleHIDKeyboardEmbedded,,1.2.0a3,,AppleHIDKeyboardEmbedded,1.2.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleHIDTransportSupport,,,,AppleHIDTransportSupport,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleHighVoltageCharger,,,,AppleHighVoltageCharger,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleInterruptController,,Copyright © 2009-2019 Apple Inc. All rights reserved.,,AppleInterruptController,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleInterruptControllerV2,,Copyright © 2009-2019 Apple Inc. All rights reserved.,,AppleInterruptControllerV2,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleIPAppender,,,,AppleIPAppender,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleISPEmulator,,,,AppleISPEmulator,1.26.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleLightningErrorHandler,,,,AppleLightningErrorHandler,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleLMBacklight,,Copyright © 2011 Apple Inc. All rights reserved.,,AppleLMBacklight,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleLOM,,,,AppleLOM,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleM68Buttons,,Copyright © 2015 Apple Inc. All rights reserved.,,AppleM68Buttons,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMCDP29XX,,,,AppleMCDP29XX,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMCDP29XXUpdateSupport,,,,AppleMCDP29XXUpdateSupport,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMediaServicesUIDynamic,,,,AppleMediaServicesUIDynamic,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMesaSEPDriver,,,,AppleMesaSEPDriver,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMetalOpenGLRenderer,,,,AppleMetalOpenGLRenderer,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileApNonce,,,,AppleMobileApNonce,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH11G,,,,AppleMobileDispH11G,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH13G,,,,AppleMobileDispH13G,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH13G-DCP,,,,AppleMobileDispH13G-DCP,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH13G-DFR,,,,AppleMobileDispH13G-DFR,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH14G,,,,AppleMobileDispH14G,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH14G-DCP,,,,AppleMobileDispH14G-DCP,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispH14G-DFR,,,,AppleMobileDispH14G-DFR,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispT600X,,,,AppleMobileDispT600X,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMobileDispT600X-DCP,,,,AppleMobileDispT600X-DCP,140.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMP4V,,,,AppleMP4V,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleMultiFunctionManagerMac,,,,AppleMultiFunctionManagerMac,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleNANDConfigAccess,,,,AppleNANDConfigAccess,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleNeuralEngine,,,,AppleNeuralEngine,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleNVMe,,,,AppleNVMe,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleOLYHAL,,,,AppleOLYHAL,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleOLYHALMac,,,,AppleOLYHALMac,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,ApplePassthroughPPM,,,,ApplePassthroughPPM,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,ApplePerfPolicyControllers,,Copyright © 2012 Apple Inc. All rights reserved.,,ApplePerfPolicyControllers,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,ApplePIODMA,,,,ApplePIODMA,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,ApplePMGR,,Copyright © 2014 Apple Inc. All rights reserved.,,ApplePMGR,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,ApplePMP,,,,ApplePMP,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleProResHWDecoder,,,,AppleProResHWDecoder,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleProResHWEncoder,,,,AppleProResHWEncoder,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,ApplePVPanic,,,,ApplePVPanic,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleRemoteIOP,,,,AppleRemoteIOP,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS5L8920XPWM,,,,AppleS5L8920XPWM,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS5L8930XUSB,,,,AppleS5L8930XUSB,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS5L8940XDWI,,,,AppleS5L8940XDWI,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS5L8940XI2C,,,,AppleS5L8940XI2C,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS5L8960XNCO,,,,AppleS5L8960XNCO,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS5L8960XUSB,,,,AppleS5L8960XUSB,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS8000AES,,,,AppleS8000AES,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleS8000DWI,,,,AppleS8000DWI,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleSamsungSerial,,,,AppleSamsungSerial,1.0.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleSamsungSPI,,,,AppleSamsungSPI,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleSART,,,,AppleSART,1.0,
custkey_rayventory,,0,0,,,,,,,0,0,0,0,993,993,0,0,0,,0,,0,,AppleSEPGenericTransfer,,,,AppleSEPGenericTransfer,1.0,
